Call Sign,Active PI Code,Frequency,Facility ID,City of License,State,Location,Date Allocated,Edit
WFGR,6289,98.7,25837,GRAND RAPIDS,MI,"43° 1' 57.10"" N 85° 41' 47.10"" W",8/11/2018,Report Change
WSLP,855D,93.3,165944,SARANAC LAKE,NY,"44° 15' 43.30"" N 74° 1' 20.40"" W",8/11/2018,Report Change
WETF-LP,612B,105.7,191908,SOUTH BEND,IN,"41° 40' 24.00"" N 86° 16' 46.00"" W",10/31/2018,Report Change
WQMN,A82D,88.7,175345,MINOCQUA,WI,"45° 53' 22.80"" N 89° 48' 4.50"" W",11/14/2018,Report Change
WNGK-LP,77A2,102.1,192331,FORT LAUDERDALE,FL,"26° 6' 13.40"" N 80° 15' 45.90"" W",10/31/2018,Report Change
WKCX,6F5B,89.1,175299,CRITTENDEN,KY,"38° 47' 30.20"" N 84° 41' 43.80"" W",11/14/2018,Report Change
KAGP,A1AB,89.1,174318,GREENWOOD,TX,"32° 2' 27.80"" N 101° 49' 58.40"" W",11/14/2018,Report Change
KUER-FM1,4549,90.1,124934,ALTA,UT,"40° 35' 17.80"" N 111° 38' 34.70"" W",8/11/2018,Report Change
WDKB,5D99,94.9,16408,DEKALB,IL,"41° 56' 57.10"" N 88° 53' 44.30"" W",8/11/2018,Report Change
KTVR-FM,445F,90.3,94194,LA GRANDE,OR,"45° 18' 32.40"" N 117° 43' 57.70"" W",11/14/2018,Report Change
WGCK-FM,64BE,99.7,18155,COEBURN,VA,"37° 3' 15.30"" N 82° 38' 33.50"" W",8/11/2018,Report Change
KPKL,38AB,107.1,3922,DEER PARK,WA,"48° 1' 44.60"" N 117° 36' 0.80"" W",8/11/2018,Report Change
KRFH,3D6D,88.7,90503,MARSHALLTOWN,IA,"42° 4' 16.90"" N 92° 55' 19.70"" W",11/14/2018,Report Change
KAVW,1238,90.7,1612,AMARILLO,TX,"35° 14' 31.40"" N 101° 48' 44.70"" W",11/14/2018,Report Change
WLKJ,72C1,105.7,25733,PORTAGE,PA,"40° 22' 59.30"" N 78° 39' 30.10"" W",11/14/2018,Report Change
WTKP,87E7,93.5,67579,PORT ST. JOE,FL,"30° 8' 34.00"" N 85° 25' 28.00"" W",8/11/2018,Report Change
KKTR,2C67,89.7,92738,KIRKSVILLE,MO,"40° 10' 40.10"" N 92° 34' 40.60"" W",11/14/2018,Report Change
KUSW,46BA,88.1,124178,FLORA VISTA,NM,"36° 40' 16.00"" N 108° 13' 56.30"" W",11/14/2018,Report Change
WOOP-LP,7B1B,99.9,134415,CLEVELAND,TN,"35° 12' 3.30"" N 84° 52' 59.80"" W",10/31/2018,Report Change
WIHM-FM,6A8A,88.1,175887,HARRISBURG,IL,"37° 43' 3.00"" N 88° 32' 37.00"" W",11/14/2018,Report Change
KDKA-FM,18F0,93.7,20350,PITTSBURGH,PA,"40° 26' 28.20"" N 80° 1' 31.20"" W",8/11/2018,Report Change
WYFM,9496,102.9,60006,SHARON,PA,"41° 3' 26.20"" N 80° 38' 21.30"" W",8/11/2018,Report Change
WTPM-FM1,8866,92.9,13951,PONCE,PR,"18° 7' 21.80"" N 66° 49' 20.60"" W",8/11/2018,Report Change
WNJK,77F0,105.9,170979,BURGIN,KY,"37° 48' 49.30"" N 84° 39' 27.80"" W",8/11/2018,Report Change
WJUI-LP,6E7C,104.7,196115,RAMTOWN,NJ,"40° 4' 58.40"" N 74° 6' 20.50"" W",10/31/2018,Report Change
KQWB-FM,3C7D,105.1,64359,BRECKENRIDGE,MN,"46° 32' 45.90"" N 96° 37' 40.30"" W",8/11/2018,Report Change
KYDA,4FAE,101.7,28122,AZLE,TX,"33° 26' 13.40"" N 97° 29' 6.10"" W",11/14/2018,Report Change
WLYJ,742D,98.9,54324,QUITMAN,MS,"32° 3' 51.50"" N 88° 43' 27.20"" W",12/24/2018,Report Change
WVMW-FM,8D6A,91.7,40634,SCRANTON,PA,"41° 26' 2.20"" N 75° 37' 53.60"" W",11/14/2018,Report Change
WLFF,723B,106.5,63932,GEORGETOWN,SC,"33° 26' 20.60"" N 79° 8' 10.10"" W",8/11/2018,Report Change
WAER,5521,88.3,64354,SYRACUSE,NY,"43° 2' 1.20"" N 76° 7' 51.70"" W",11/14/2018,Report Change
WKWR,715D,90.1,90274,KEY WEST,FL,"24° 34' 6.50"" N 81° 44' 52.30"" W",11/14/2018,Report Change
WMGP,7503,98.1,39619,HOGANSVILLE,GA,"33° 3' 54.40"" N 84° 57' 22.80"" W",8/11/2018,Report Change
KJHS-LP,288C,107.9,192469,WENATCHEE,WA,"47° 22' 58.00"" N 120° 17' 35.50"" W",10/31/2018,Report Change
KJFI-LP,284E,102.5,193863,HOUSTON,TX,"29° 55' 28.80"" N 95° 32' 4.80"" W",8/21/2019,Report Change
WRSY,8378,101.5,17797,MARLBORO,VT,"42° 50' 46.20"" N 72° 41' 14.30"" W",8/11/2018,Report Change
KCKF,1651,91.9,91489,CUBA,MO,"38° 2' 14.20"" N 91° 23' 4.50"" W",11/14/2018,Report Change
WLRA,736E,88.1,37190,LOCKPORT,IL,"41° 36' 10.10"" N 88° 4' 49.20"" W",11/14/2018,Report Change
WBWL,173E,101.7,40824,LYNN,MA,"42° 25' 52.00"" N 71° 5' 17.00"" W",5/3/2020,Report Change
WZNF,9803,95.3,63486,LUMBERTON,MS,"30° 45' 5.70"" N 89° 3' 24.20"" W",8/11/2018,Report Change
WBWV,599D,88.7,173476,BECKLEY,WV,"37° 51' 31.40"" N 80° 55' 31.30"" W",11/14/2018,Report Change
KBOG-LP,1416,97.9,197186,BANDON,OR,"43° 7' 4.70"" N 124° 24' 5.80"" W",10/31/2018,Report Change
KIMN,2665,100.3,59597,DENVER,CO,"39° 40' 24.30"" N 105° 13' 4.40"" W",8/11/2018,Report Change
KUJ-FM,9966,99.1,77777,BURBANK,WA,"46° 5' 57.50"" N 119° 7' 44.00"" W",8/11/2018,Report Change
WRGE-LP,822C,97.9,193651,OCALA,FL,"29° 11' 32.90"" N 82° 4' 26.30"" W",10/31/2018,Report Change
WCPZ,5B8F,102.7,19706,SANDUSKY,OH,"41° 19' 51.50"" N 82° 35' 56.50"" W",8/11/2018,Report Change
WOBE,79BE,100.7,15015,CRYSTAL FALLS,MI,"45° 49' 14.80"" N 88° 2' 36.50"" W",8/11/2018,Report Change
KMKB-LP,A3B5,98.9,133266,MARFA,TX,"30° 18' 46.50"" N 104° 0' 37.60"" W",10/31/2018,Report Change
WZFT,1741,104.3,8684,BALTIMORE,MD,"39° 20' 10.40"" N 76° 38' 57.90"" W",5/3/2020,Report Change
KTUT,4447,98.9,191559,CROWELL,TX,"33° 59' 1.80"" N 99° 43' 22.40"" W",12/26/2019,Report Change
WMDJ-FM,74AF,100.1,21815,ALLEN,KY,"37° 35' 12.30"" N 82° 42' 56.50"" W",8/11/2018,Report Change
KLGL-FM1,2DB3,94.5,191042,NEPHI,UT,"39° 43' 23.80"" N 111° 55' 46.80"" W",8/11/2018,Report Change
KLTO,2F08,99.1,198733,MOODY,TX,"31° 17' 52.00"" N 97° 36' 44.00"" W",10/15/2019,Report Change
KYFA-FM,4FE2,91.5,174944,GINGER,TX,"32° 52' 3.40"" N 95° 45' 4.80"" W",11/14/2018,Report Change
KNSG,342E,107.5,51524,MARSHALL,MN,"44° 19' 31.90"" N 95° 52' 20.10"" W",8/11/2018,Report Change
WRBJ-FM,81AF,97.7,73959,BRANDON,MS,"32° 10' 31.50"" N 89° 56' 10.30"" W",8/11/2018,Report Change
WZED-LP,9717,105.9,195306,NEWPORT,NC,"34° 44' 14.80"" N 76° 51' 14.60"" W",10/31/2018,Report Change
WVAV,8C31,91.5,173547,VICKSBURG,MI,"42° 1' 13.50"" N 85° 24' 36.80"" W",11/14/2018,Report Change
WDAS-FM,1CA6,105.3,71316,PHILADELPHIA,PA,"40° 2' 30.40"" N 75° 14' 22.60"" W",5/3/2020,Report Change
KJFP-LP,2855,92.7,196386,HOT SPRINGS,SD,"43° 25' 9.90"" N 103° 27' 18.70"" W",10/31/2018,Report Change
WIQO-FM,6B76,100.9,73158,FOREST,VA,"37° 28' 13.50"" N 79° 22' 34.10"" W",8/11/2018,Report Change
WFBQ,1206,94.7,59590,INDIANAPOLIS,IN,"39° 53' 43.10"" N 86° 12' 4.00"" W",5/3/2020,Report Change
WUBK,899C,88.1,173812,ENOREE,SC,"34° 37' 50.40"" N 82° 1' 52.40"" W",11/14/2018,Report Change
WLNJ,730F,91.7,174908,LAKEHURST,NJ,"40° 4' 7.40"" N 74° 28' 7.50"" W",11/14/2018,Report Change
KMKZ-LP,A3CD,104.7,193260,LOVELAND,CO,"40° 24' 12.00"" N 105° 3' 43.00"" W",10/31/2018,Report Change
KKTX-FM,2C6D,96.1,48952,KILGORE,TX,"32° 22' 14.50"" N 94° 56' 20.80"" W",8/11/2018,Report Change
WQXW,8154,90.3,71711,OSSINING,NY,"41° 9' 7.30"" N 73° 47' 8.40"" W",11/14/2018,Report Change
WSVP-LP,8661,105.7,192785,SPRINGVALE,ME,"43° 25' 11.40"" N 70° 47' 54.00"" W",10/31/2018,Report Change
WTFX-FM,176D,93.1,37753,CLARKSVILLE,IN,"38° 17' 2.20"" N 85° 54' 16.80"" W",5/3/2020,Report Change
WPUB-FM,7E4D,102.7,34295,CAMDEN,SC,"34° 13' 31.50"" N 80° 40' 43.20"" W",8/11/2018,Report Change
KLRO,2ED4,90.1,9785,HOT SPRINGS,AR,"34° 30' 18.30"" N 93° 4' 42.60"" W",11/14/2018,Report Change
WCVK,5C1C,90.7,6569,BOWLING GREEN,KY,"37° 0' 18.10"" N 86° 31' 18.90"" W",11/14/2018,Report Change
WKCO,6F52,91.9,34261,GAMBIER,OH,"40° 22' 25.20"" N 82° 23' 44.50"" W",11/14/2018,Report Change
WAES,5522,88.1,76042,LINCOLNSHIRE,IL,"42° 11' 59.10"" N 87° 56' 49.30"" W",11/14/2018,Report Change
WXUR,937D,92.7,2761,HERKIMER,NY,"43° 8' 38.30"" N 75° 10' 38.60"" W",8/11/2018,Report Change
KHAY,2294,100.7,35848,VENTURA,CA,"34° 20' 55.00"" N 119° 20' 0.40"" W",8/11/2018,Report Change
KPWS-LP,39EA,93.1,195503,MANHATTAN,MT,"45° 51' 47.30"" N 111° 19' 44.60"" W",10/31/2018,Report Change
WGFM,650E,105.1,56073,CHEBOYGAN,MI,"45° 10' 12.00"" N 84° 45' 4.10"" W",8/11/2018,Report Change
WYMG,9546,100.5,58537,CHATHAM,IL,"39° 39' 43.20"" N 89° 55' 22.40"" W",8/11/2018,Report Change
KNDS-LP,32B4,96.3,133106,FARGO,ND,"46° 52' 35.60"" N 96° 54' 23.40"" W",10/31/2018,Report Change
KKHH,2B25,95.7,25449,HOUSTON,TX,"29° 34' 34.80"" N 95° 30' 36.70"" W",8/11/2018,Report Change
KKVM-FM3,2C96,104.7,165587,DILLON,CO,"39° 37' 50.90"" N 106° 2' 49.00"" W",8/11/2018,Report Change
KKHI,2B26,95.9,164280,KAUNAKAKAI,HI,"20° 50' 41.00"" N 156° 54' 4.00"" W",8/11/2018,Report Change
WRLG-LP,82B0,92.9,195802,PHILADELPHIA,PA,"40° 2' 7.40"" N 75° 10' 29.60"" W",10/31/2018,Report Change
WUGC-LP,8A16,102.7,193585,PELHAM,GA,"31° 10' 10.00"" N 84° 8' 50.00"" W",10/31/2018,Report Change
KGOU,2158,106.3,69369,NORMAN,OK,"35° 17' 20.60"" N 97° 21' 27.50"" W",11/14/2018,Report Change
WAVF,56CF,101.7,24776,HANAHAN,SC,"32° 49' 4.60"" N 79° 50' 7.30"" W",8/11/2018,Report Change
KJEZ,2845,95.5,365,POPLAR BLUFF,MO,"36° 50' 50.20"" N 90° 19' 52.40"" W",8/11/2018,Report Change
WRBO,81B4,103.5,7075,COMO,MS,"34° 51' 44.30"" N 89° 52' 42.30"" W",8/11/2018,Report Change
KPJU-LP,389A,88.9,196408,EL PASO,TX,"31° 41' 13.40"" N 106° 18' 10.90"" W",10/31/2018,Report Change
KMVN,31DF,105.7,49628,ANCHORAGE,AK,"61° 20' 9.00"" N 149° 30' 56.00"" W",8/11/2018,Report Change
WKYF,7185,92.1,164226,FREDONIA,KY,"37° 10' 51.10"" N 88° 0' 4.00"" W",11/14/2018,Report Change
WEGB,5FD5,90.7,173215,NAPEAGUE,NY,"41° 1' 56.30"" N 71° 58' 28.20"" W",11/14/2018,Report Change
KPSM,397C,99.3,73699,BROWNWOOD,TX,"31° 43' 10.50"" N 99° 0' 58.20"" W",8/11/2018,Report Change
WBFJ-FM,57D7,89.3,67827,WINSTON-SALEM,NC,"36° 5' 56.40"" N 80° 14' 59.10"" W",11/14/2018,Report Change
KZFM,5292,95.5,39716,CORPUS CHRISTI,TX,"27° 39' 34.10"" N 97° 34' 13.00"" W",8/11/2018,Report Change
WVBI-LP,8C3E,100.1,194978,BEAVER ISLAND,MI,"45° 41' 11.00"" N 85° 31' 38.30"" W",10/31/2018,Report Change
KKEE,2AD4,101.3,191507,CENTERVILLE,TX,"31° 14' 36.70"" N 95° 58' 40.90"" W",8/11/2018,Report Change
WKLZ,A747,105.9,58719,SYRACUSE,NY,"43° 3' 30.20"" N 76° 9' 58.70"" W",5/10/2020,Report Change
WRAO,819A,91.7,175071,WISCONSIN RAPIDS,WI,"44° 17' 57.80"" N 89° 56' 55.40"" W",11/14/2018,Report Change
KKFL-LP,2AF5,98.5,197030,FOWLER,CO,"38° 7' 36.00"" N 104° 1' 24.90"" W",10/31/2018,Report Change
WSMF,856D,88.1,89277,MONROE,MI,"41° 55' 8.20"" N 83° 22' 33.80"" W",11/14/2018,Report Change
KKIX,2B4F,103.9,48951,FAYETTEVILLE,AR,"36° 1' 17.20"" N 94° 13' 4.70"" W",8/11/2018,Report Change
WYRF-LP,95C7,92.5,194388,FLORENCE,SC,"34° 12' 30.50"" N 79° 48' 11.20"" W",10/31/2018,Report Change
KDCB,1821,89.5,176687,COOS BAY,OR,"43° 21' 15.40"" N 124° 14' 34.40"" W",11/14/2018,Report Change
KMEH-LP,A31F,100.1,197522,HELENA,MT,"46° 35' 57.50"" N 112° 1' 25.30"" W",10/31/2018,Report Change
KURL,4695,93.3,63880,BILLINGS,MT,"45° 45' 36.80"" N 108° 27' 11.50"" W",8/11/2018,Report Change
KKCH,2AA3,92.7,4360,GLENWOOD SPRINGS,CO,"39° 25' 6.90"" N 107° 22' 8.20"" W",8/11/2018,Report Change
WSHH,84ED,99.7,55709,PITTSBURGH,PA,"40° 27' 48.20"" N 80° 0' 15.20"" W",8/11/2018,Report Change
KANM,115E,90.3,83874,GRANTS,NM,"35° 15' 8.10"" N 107° 35' 47.10"" W",11/14/2018,Report Change
KUQQ,4680,102.1,60002,MILFORD,IA,"43° 24' 19.80"" N 95° 5' 1.90"" W",8/11/2018,Report Change
WRLY-LP,82C2,93.5,133917,RALEIGH,NC,"35° 52' 54.50"" N 78° 42' 56.00"" W",10/31/2018,Report Change
KPGT,384B,89.1,93041,WATERTOWN,SD,"44° 53' 56.80"" N 97° 6' 19.20"" W",11/14/2018,Report Change
WRVM,83BA,102.7,73974,SURING,WI,"44° 59' 50.00"" N 88° 23' 49.40"" W",11/14/2018,Report Change
KMGV,A361,97.9,18409,FRESNO,CA,"37° 4' 28.80"" N 119° 25' 55.50"" W",8/11/2018,Report Change
KUNI,462A,90.9,69158,CEDAR FALLS,IA,"42° 18' 58.90"" N 91° 51' 31.60"" W",11/14/2018,Report Change
KDJL,18E1,99.5,191571,KILGORE,NE,"42° 54' 33.00"" N 100° 33' 53.50"" W",8/11/2018,Report Change
WUTQ-FM,8B76,100.7,14532,UTICA,NY,"43° 2' 15.20"" N 75° 11' 43.50"" W",8/11/2018,Report Change
WJEK,6CDE,95.3,57466,RANTOUL,IL,"40° 13' 5.10"" N 88° 6' 55.10"" W",8/11/2018,Report Change
KKNG-FM,2BC0,97.3,73947,BLANCHARD,OK,"35° 10' 38.20"" N 97° 36' 11.10"" W",8/11/2018,Report Change
WPZE,7ED2,102.5,24562,MABLETON,GA,"33° 41' 20.40"" N 84° 30' 37.70"" W",8/11/2018,Report Change
KZXQ,546A,104.5,78273,LAKE OF THE WOODS,AZ,"34° 12' 21.10"" N 109° 56' 34.30"" W",8/11/2018,Report Change
KSTT-FM,4189,104.5,42066,ATASCADERO,CA,"35° 21' 39.90"" N 120° 39' 24.60"" W",8/11/2018,Report Change
WBGB,57E9,103.3,9639,BOSTON,MA,"42° 18' 27.70"" N 71° 13' 24.90"" W",6/11/2020,Report Change
WYEP-FM,947F,91.3,52745,PITTSBURGH,PA,"40° 24' 42.20"" N 79° 55' 52.20"" W",11/14/2018,Report Change
KCXB-LP,179F,102.5,195068,WEST MONROE,LA,"32° 27' 53.50"" N 92° 9' 33.50"" W",10/31/2018,Report Change
WVES,8C96,101.5,198743,CHINCOTEAGUE,VA,"37° 55' 14.40"" N 75° 23' 5.70"" W",8/11/2018,Report Change
KPTZ,39A3,91.9,172517,PORT TOWNSEND,WA,"48° 7' 41.30"" N 122° 49' 43.60"" W",5/4/2020,Report Change
KCHG-FM1,1604,88.9,203396,PAROWAN,UT,"37° 50' 14.90"" N 112° 50' 43.80"" W",8/11/2018,Report Change
KZGF,52A5,94.7,54593,GRAND FORKS,ND,"47° 48' 48.90"" N 96° 55' 49.30"" W",8/11/2018,Report Change
WEZL,11CD,103.5,2441,CHARLESTON,SC,"32° 49' 4.60"" N 79° 50' 8.30"" W",5/3/2020,Report Change
WJGS,6D1A,91.5,172173,NORWOOD,GA,"33° 30' 14.30"" N 82° 46' 12.40"" W",11/14/2018,Report Change
WRNR-FM,82EF,103.1,70351,GRASONVILLE,MD,"38° 56' 37.40"" N 76° 10' 41.80"" W",8/11/2018,Report Change
KBSQ,1488,90.7,91741,MCCALL,ID,"45° 0' 29.60"" N 116° 8' 3.40"" W",11/14/2018,Report Change
WGYY,6708,100.3,24940,MEADVILLE,PA,"41° 37' 53.10"" N 80° 10' 36.20"" W",8/11/2018,Report Change
KZCW-LP,524E,104.5,195441,CONROE,TX,"30° 24' 50.70"" N 95° 30' 48.80"" W",10/31/2018,Report Change
KDRX,19BD,106.9,165967,LAUGHLIN AFB,TX,"29° 24' 21.80"" N 100° 39' 42.30"" W",8/11/2018,Report Change
WRBG-LP,81AC,106.5,131943,MILLSBORO,DE,"38° 34' 13.40"" N 75° 18' 10.60"" W",10/31/2018,Report Change
KYAP,4F6F,96.9,82007,NUNN,CO,"40° 46' 50.90"" N 104° 53' 16.90"" W",8/11/2018,Report Change
WPLL,7D6D,106.9,73409,CROSS CITY,FL,"29° 36' 32.00"" N 82° 50' 58.10"" W",8/11/2018,Report Change
WOKL,7AAF,89.1,175042,ROUND LAKE BEACH,IL,"42° 23' 35.20"" N 88° 1' 4.90"" W",11/14/2018,Report Change
KHOA-LP,23E8,107.9,194911,HOPE,AR,"33° 40' 4.60"" N 93° 35' 30.20"" W",10/31/2018,Report Change
KLFO,2D9C,88.1,88117,FLORENCE,OR,"43° 57' 25.40"" N 124° 4' 30.40"" W",11/14/2018,Report Change
WLYT-LP,7437,94.7,197400,MOORESVILLE,NC,"35° 34' 22.40"" N 80° 53' 10.20"" W",10/31/2018,Report Change
WMKB,755D,102.9,88204,EARLVILLE,IL,"41° 37' 16.10"" N 89° 5' 20.30"" W",8/11/2018,Report Change
KALG,1124,98.1,178864,KALTAG,AK,"64° 19' 37.50"" N 158° 43' 44.90"" W",11/14/2018,Report Change
KHWK-FM,24C2,99.3,72153,RUSHFORD,MN,"43° 56' 31.80"" N 91° 43' 9.50"" W",3/4/2019,Report Change
WSAQ,8440,107.1,73074,PORT HURON,MI,"42° 58' 37.10"" N 82° 27' 51.60"" W",8/11/2018,Report Change
WPDX-FM,7CA9,104.9,68303,CLARKSBURG,WV,"39° 15' 22.30"" N 80° 6' 45.30"" W",8/11/2018,Report Change
WVJE-LP,8D0A,98.7,195102,VINCENNES,IN,"38° 40' 18.60"" N 87° 30' 9.40"" W",10/31/2018,Report Change
KRRX,3EB5,106.1,41241,BURNEY,CA,"40° 54' 20.50"" N 121° 49' 41.90"" W",8/11/2018,Report Change
KWBP,4A41,90.3,173373,BIG PINE,CA,"36° 58' 37.70"" N 118° 7' 16.30"" W",11/14/2018,Report Change
WEER,5FB1,88.7,91175,MONTAUK,NY,"41° 1' 55.40"" N 71° 58' 31.30"" W",11/14/2018,Report Change
WKUA,7118,88.5,171636,MOUNDVILLE,AL,"33° 4' 0.40"" N 87° 42' 1.00"" W",11/14/2018,Report Change
KRJN,3DDB,93.1,170963,LOG LANE VILLAGE,CO,"40° 16' 29.90"" N 103° 38' 34.80"" W",8/11/2018,Report Change
KZLY,533A,99.5,191488,IONE,OR,"45° 29' 11.40"" N 119° 25' 56.00"" W",8/11/2018,Report Change
WGHF-LP,653B,93.7,132409,SUPERIOR,WI,"46° 43' 32.70"" N 92° 5' 45.60"" W",10/31/2018,Report Change
KJGS,2872,91.9,175743,AURORA,NE,"40° 58' 33.00"" N 97° 56' 55.20"" W",11/14/2018,Report Change
KWDD,4A69,94.3,190239,FAIRBANKS,AK,"64° 55' 19.40"" N 147° 43' 3.80"" W",8/11/2018,Report Change
WKHC,6FC8,97.1,51417,HATTERAS,NC,"35° 29' 7.00"" N 76° 0' 1.00"" W",2/6/2019,Report Change
WDTF-LP,5E87,107.9,135458,BERKELEY SPRINGS,WV,"39° 37' 1.30"" N 78° 12' 59.00"" W",10/31/2018,Report Change
WKPK,A7A0,88.3,92241,MICHIGAMME,MI,"46° 36' 13.80"" N 87° 37' 15.50"" W",11/14/2018,Report Change
WSFI,84BA,88.5,175700,ANTIOCH,IL,"42° 28' 49.00"" N 88° 11' 42.00"" W",11/14/2018,Report Change
WCNX-LP,5B59,92.1,135044,COVINGTON,KY,"39° 1' 49.20"" N 84° 30' 21.80"" W",10/31/2018,Report Change
WCSE-LP,5BC8,100.1,126693,LEDYARD,CT,"41° 23' 12.40"" N 72° 0' 48.30"" W",10/31/2018,Report Change
KWOF,4B89,106.3,198764,WAUKOMIS,OK,"36° 12' 58.60"" N 97° 54' 55.10"" W",10/22/2018,Report Change
KVYN,49F1,99.3,74429,ST. HELENA,CA,"38° 25' 33.60"" N 122° 19' 36.90"" W",8/11/2018,Report Change
KSHD-LP,A441,94.3,134026,SHADY COVE,OR,"42° 37' 24.00"" N 122° 48' 32.90"" W",10/31/2018,Report Change
WUHT,8A41,107.7,6401,BIRMINGHAM,AL,"33° 29' 4.40"" N 86° 48' 25.00"" W",8/11/2018,Report Change
KSLT,A4B9,107.1,5475,SPEARFISH,SD,"44° 19' 41.90"" N 103° 50' 4.70"" W",8/11/2018,Report Change
WTRC-FM,8890,95.3,48911,NILES,MI,"41° 44' 16.20"" N 86° 15' 10.00"" W",8/11/2018,Report Change
WEVL,6165,89.9,61272,MEMPHIS,TN,"35° 8' 37.30"" N 89° 48' 22.30"" W",11/14/2018,Report Change
WSRB,85EB,106.3,6590,LANSING,IL,"41° 34' 44.10"" N 87° 32' 47.20"" W",8/11/2018,Report Change
WERG,A6F8,90.5,23087,ERIE,PA,"42° 2' 34.20"" N 80° 3' 56.20"" W",11/14/2018,Report Change
WVBC-LP,8C38,96.9,194293,BESSEMER,AL,"33° 23' 37.30"" N 86° 56' 30.90"" W",10/31/2018,Report Change
KSKR-FM,A49D,100.9,69657,SUTHERLIN,OR,"43° 22' 18.40"" N 123° 21' 19.20"" W",8/11/2018,Report Change
KBUB,14AD,90.3,14510,BROWNWOOD,TX,"31° 43' 10.50"" N 99° 0' 58.20"" W",11/14/2018,Report Change
KAGA-LP,A19C,98.1,135074,SAN ANGELO,TX,"31° 27' 48.50"" N 100° 26' 17.30"" W",10/31/2018,Report Change
KESU-LP,1C78,94.9,195624,LIHUE,HI,"22° 0' 17.30"" N 159° 21' 38.10"" W",10/31/2018,Report Change
KMMR,A3F9,100.1,39749,MALTA,MT,"48° 15' 16.90"" N 107° 49' 20.40"" W",8/11/2018,Report Change
WJHV-LP,6D37,95.1,126528,FAIRBURY,IL,"40° 44' 50.10"" N 88° 30' 56.20"" W",10/31/2018,Report Change
WHAB,6725,89.1,426,ACTON,MA,"42° 28' 48.30"" N 71° 27' 26.20"" W",11/14/2018,Report Change
WRJO,8284,94.5,4908,EAGLE RIVER,WI,"46° 9' 56.80"" N 89° 21' 57.50"" W",8/11/2018,Report Change
WJLZ,6DA3,88.5,69636,VIRGINIA BEACH,VA,"36° 50' 31.20"" N 76° 5' 35.80"" W",11/14/2018,Report Change
KSSZ,4175,93.9,5227,FAYETTE,MO,"39° 3' 28.10"" N 92° 28' 49.60"" W",8/11/2018,Report Change
WFRI,639E,100.1,53645,WINAMAC,IN,"41° 2' 21.10"" N 86° 30' 55.00"" W",8/11/2018,Report Change
WIMR-LP,6B11,96.5,133396,MCINTOSH,FL,"29° 26' 57.80"" N 82° 13' 35.30"" W",10/31/2018,Report Change
KHEM,22F0,89.3,172355,ZAPATA,TX,"26° 53' 56.10"" N 99° 15' 28.10"" W",11/14/2018,Report Change
WBFO,57DC,88.7,63113,BUFFALO,NY,"43° 0' 12.20"" N 78° 45' 55.10"" W",11/14/2018,Report Change
KITN,271B,93.5,30878,WORTHINGTON,MN,"43° 31' 30.80"" N 95° 24' 48.00"" W",8/11/2018,Report Change
KQLA,3B5E,103.5,33565,OGDEN,KS,"39° 9' 21.00"" N 96° 36' 45.00"" W",8/11/2018,Report Change
WQNQ,184A,104.3,71341,FLETCHER,NC,"35° 31' 39.40"" N 82° 29' 48.40"" W",5/3/2020,Report Change
KHRA-LP,2436,94.1,195110,ANCHORAGE,AK,"61° 9' 39.80"" N 149° 41' 35.30"" W",12/11/2019,Report Change
WZID,977F,95.7,58550,MANCHESTER,NH,"42° 59' 2.30"" N 71° 35' 20.20"" W",8/11/2018,Report Change
KCLY,167E,100.9,64650,CLAY CENTER,KS,"39° 28' 3.00"" N 97° 3' 46.10"" W",8/11/2018,Report Change
KTKL,433B,88.5,106473,STIGLER,OK,"35° 8' 30.40"" N 95° 21' 20.90"" W",11/14/2018,Report Change
WPHC-LP,7CFC,107.9,193456,SPRING HILL,FL,"28° 26' 6.40"" N 82° 37' 2.60"" W",10/31/2018,Report Change
KOLT-FM,162F,100.7,30225,CHEYENNE,WY,"41° 2' 54.90"" N 104° 53' 29.90"" W",5/3/2020,Report Change
KPFG-LP,3824,94.9,191686,PASADENA,TX,"29° 42' 47.40"" N 95° 12' 20.00"" W",10/31/2018,Report Change
WKOT-LP,A78F,102.1,194803,WIMAUMA,FL,"27° 45' 52.10"" N 82° 15' 25.30"" W",10/31/2018,Report Change
KNAA,3254,90.7,2737,SHOW LOW,AZ,"34° 3' 42.20"" N 109° 54' 24.40"" W",11/14/2018,Report Change
KQXC-FM,3C98,103.9,55380,WICHITA FALLS,TX,"33° 54' 4.40"" N 98° 32' 22.20"" W",8/11/2018,Report Change
WKKO,A722,99.9,22673,TOLEDO,OH,"41° 40' 5.20"" N 83° 27' 10.80"" W",8/11/2018,Report Change
WAQU,565C,91.1,78926,SELMA,AL,"32° 24' 17.50"" N 87° 25' 32.00"" W",11/14/2018,Report Change
WEXG,6194,98.3,53122,FARMER CITY,IL,"40° 24' 17.10"" N 88° 35' 34.20"" W",8/11/2018,Report Change
WSAV-LP,8445,93.7,195736,LORAIN,OH,"41° 25' 29.10"" N 82° 8' 57.90"" W",10/31/2018,Report Change
KPLG,38C0,91.5,85426,PLAINS,MT,"47° 22' 21.70"" N 114° 51' 34.40"" W",11/14/2018,Report Change
WSUF,863D,89.9,58516,NOYACK,NY,"41° 6' 35.40"" N 72° 22' 3.30"" W",11/14/2018,Report Change
KOGJ,359D,88.1,174802,KENAI,AK,"60° 31' 18.90"" N 151° 4' 24.00"" W",11/14/2018,Report Change
